"match_map_id","map_thumbnail","match_play_duration","match_season","match_uid","match_winner_side","mvp_uid","svp_uid","score_info.0","score_info.1","match_time_stamp","play_mode_id","game_mode_id","match_player.assists","match_player.kills","match_player.deaths","match_player.is_win.score","match_player.is_win.is_win","match_player.disconnected","match_player.player_uid","match_player.camp","match_player.score_info.add_score","match_player.score_info.level","match_player.score_info.new_level","match_player.score_info.new_score","match_player.player_hero.hero_id","match_player.player_hero.hero_name","match_player.player_hero.hero_type","match_player.player_hero.kills","match_player.player_hero.deaths","match_player.player_hero.assists","match_player.player_hero.play_time","match_player.player_hero.total_hero_damage","match_player.player_hero.total_damage_taken","match_player.player_hero.total_hero_heal","mode"
1309,"/maps/map_1309.png",930.4536,"5","6697303_1763714532_1309528_11001_13",0,1195147248,1524762557, 2, 1,1763715689,0,1, 0,21,14,0,0,FALSE,1055442592, 1, -29.70404,   1.00000,   1.00000,3442.77039,1043,star-lord,/heroes/transformations/star-lord-headbig-0.webp, 9,7, 0,460.0742, 8408.257, 4939.833,    0.000,"Quick Match"
1235,"/maps/map_1235.png",802.6783,"5","6697230_1763535278_1235504_11001_13",0, 759513620, 780051893, 2, 1,1763536300,0,1, 0,26,13,0,0,FALSE,1055442592, 1, -24.88580,   1.00000,   1.00000,3477.96966,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,20,6, 0,496.6776,12236.877, 5492.429,    0.000,"Quick Match"
1240,"/maps/map_1240.png",480.0267,"5","5518185_1763534680_1240191_11001_11",1,2123171673,2043916468,NA,NA,1763535247,0,1, 0,10, 9,1,1,FALSE,1055442592, 1,  32.20110,   1.00000,   1.00000,3502.85545,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp, 8,8, 0,398.4312,14696.543, 5505.994,    0.000,"Quick Match"
1245,"/maps/map_1245.png",608.0557,"5","5518161_1763424850_1245027_11001_11",1, 820921283,1055442592, 1, 2,1763425650,0,2, 0,18, 8,0,0,FALSE,1055442592,NA, -40.00000,   7.00000,   7.00000,3590.00000,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,18,8, 0,608.0552,14763.242, 6233.609,    0.000,"Quick Match"
2042,"/maps/map_2042.png",330.9013,"5","5517939_1763424295_2042060_11001_11",1,1040634121,2120312075, 0, 1,1763424814,0,2, 0,14, 2,1,1,FALSE,1055442592, 1,  40.00000,   6.00000,   6.00000,3630.00000,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,14,2, 0,319.7794, 7601.469, 2071.378,    0.000,"Quick Match"
1310,"/maps/map_1310.png",525.6211,"5","5517825_1763423583_1310085_11001_11",0,1675962205,1481401021, 2, 0,1763424270,0,2, 6, 8, 6,1,1,FALSE,1055442592,NA,  40.00000,   6.00000,   6.00000,3590.00000,1058,gambit,/heroes/transformations/gambit-headbig-0.webp, 8,6, 6,517.6014, 5564.562, 5612.170, 8452.826,"Quick Match"
1032,"/maps/map_1032.png",436.5680,"5","6697074_1763420849_1032260_11001_13",0, 605824520, 557337911,NA,NA,1763421373,0,1, 0, 7, 9,0,0,FALSE,1055442592, 1, -30.95492,   1.00000,   1.00000,3470.65436,1043,star-lord,/heroes/transformations/star-lord-headbig-0.webp, 5,6, 0,303.6891, 5170.983, 3032.065,    0.000,"Quick Match"
1287,"/maps/map_1287.png",710.9183,"5","5518095_1763363407_1287515_11001_11",0,1895903406, 160374225, 2, 1,1763364337,0,1, 0,27,10,1,1,FALSE,1055442592,NA,  28.04627,   1.00000,   1.00000,3442.52220,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,22,7, 0,537.2381,14318.366, 4297.549,    0.000,"Quick Match"
1201,"/maps/map_1201.png",324.0138,"5","5518352_1763288140_1201515_11001_11",1,1203106090,     49454,NA,NA,1763288556,0,1, 0,24, 2,1,1,FALSE,1055442592, 1,NA,NA,NA,NA,1043,star-lord,/heroes/transformations/star-lord-headbig-0.webp,24,2, 0,324.0107,10259.333, 3886.941,    0.000,"Quick Match"
1309,"/maps/map_1309.png",755.8079,"5","5518427_1763285353_1309389_11001_11",0,1159028903, 181429928, 2, 1,1763286330,0,1, 7,17,11,0,0,FALSE,1055442592, 1, -29.09687,   1.00000,   1.00000,3387.92503,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,13,7, 0,478.4640,12801.442, 4970.446,    0.000,"Quick Match"
